seq_index;scenario_rank;scenario_proba_cond_seq;GeneChoice_V_gene_Undefined_side_prio7_size89;GeneChoice_J_gene_Undefined_side_prio7_size15;GeneChoice_D_gene_Undefined_side_prio6_size3;Deletion_V_gene_Three_prime_prio5_size21;Deletion_D_gene_Five_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Deletion_D_gene_Three_prime_prio5_size21;Insertion_VD_genes_Undefined_side_prio4_size31;DinucMarkov_VD_genes_Undefined_side_prio3_size16;Insertion_DJ_gene_Undefined_side_prio2_size31;DinucMarkov_DJ_gene_Undefined_side_prio1_size16;Mismatches
844;1;0.196677;(49);(1);(0);(10);(4);(7);(8);(4);(0,1,3,0);(6);(2,2,2,3,0,1);(121)
844;2;0.106826;(49);(1);(0);(10);(4);(8);(8);(4);(0,1,3,0);(7);(0,2,2,2,3,0,1);(121)
844;3;0.105893;(49);(1);(0);(10);(4);(7);(9);(4);(0,1,3,0);(7);(2,2,2,3,0,1,2);(121)
844;4;0.105626;(49);(1);(0);(10);(5);(7);(8);(5);(0,1,3,0,2);(6);(2,2,2,3,0,1);(121)
844;5;0.0573713;(49);(1);(0);(10);(5);(8);(8);(5);(0,1,3,0,2);(7);(0,2,2,2,3,0,1);(121)
844;6;0.0571931;(49);(1);(0);(10);(4);(8);(9);(4);(0,1,3,0);(8);(0,2,2,2,3,0,1,2);(121)
844;7;0.0411524;(49);(1);(0);(10);(6);(7);(8);(6);(0,1,3,0,2,2);(6);(2,2,2,3,0,1);(121)
844;8;0.0347245;(49);(1);(0);(10);(5);(7);(9);(5);(0,1,3,0,2);(7);(2,2,2,3,0,1,2);(121)
844;9;0.0242384;(49);(1);(0);(10);(4);(7);(10);(4);(0,1,3,0);(8);(2,2,2,3,0,1,2,2);(121)
844;10;0.0223521;(49);(1);(0);(10);(6);(8);(8);(6);(0,1,3,0,2,2);(7);(0,2,2,2,3,0,1);(121)
864;1;0.37864;(42);(11);(0);(3);(7);(2);(6);(6);(0,0,2,0,1,3);(5);(3,0,3,3,3);(125)
864;2;0.131014;(42);(11);(0);(3);(7);(2);(7);(6);(0,0,2,0,1,3);(6);(3,0,3,3,3,2);(125)
864;3;0.0651456;(42);(11);(0);(3);(8);(2);(6);(7);(0,0,2,0,1,3,0);(5);(3,0,3,3,3);(125)
864;4;0.0601571;(42);(11);(0);(4);(7);(2);(6);(7);(0,0,0,2,0,1,3);(5);(3,0,3,3,3);(125)
864;5;0.0555153;(42);(11);(0);(3);(8);(2);(7);(7);(0,0,2,0,1,3,0);(6);(3,0,3,3,3,2);(125)
864;6;0.0345764;(42);(11);(0);(3);(7);(3);(6);(6);(0,0,2,0,1,3);(6);(2,3,0,3,3,3);(125)
864;7;0.0208151;(42);(11);(0);(4);(7);(2);(7);(7);(0,0,0,2,0,1,3);(6);(3,0,3,3,3,2);(125)
864;8;0.0203635;(42);(11);(0);(5);(7);(2);(6);(8);(3,0,0,0,2,0,1,3);(5);(3,0,3,3,3);(125)
864;9;0.018381;(42);(11);(0);(3);(7);(2);(8);(6);(0,0,2,0,1,3);(7);(3,0,3,3,3,2,2);(125)
864;10;0.0142748;(42);(11);(0);(3);(9);(2);(6);(8);(0,0,2,0,1,3,0,1);(5);(3,0,3,3,3);(125)
861;1;0.0386743;(31);(11);(2);(7);(13);(5);(6);(5);(0,2,2,0,1);(11);(2,2,0,2,2,3,1,0,0,2,0);()
861;2;0.0352642;(31);(11);(2);(7);(13);(5);(7);(5);(0,2,2,0,1);(12);(2,2,0,2,2,3,1,0,0,2,0,2);()
861;3;0.0325353;(31);(11);(2);(7);(13);(6);(6);(5);(0,2,2,0,1);(12);(1,2,2,0,2,2,3,1,0,0,2,0);()
861;4;0.03172;(31);(11);(0);(7);(5);(5);(11);(1);(0);(16);(2,2,0,2,2,3,1,0,0,2,0,2,0,2,2,2);()
861;5;0.027971;(31);(11);(2);(7);(12);(5);(7);(4);(0,2,2,0);(12);(2,2,0,2,2,3,1,0,0,2,0,2);()
861;6;0.0266363;(31);(11);(0);(7);(5);(6);(11);(1);(0);(17);(1,2,2,0,2,2,3,1,0,0,2,0,2,0,2,2,2);()
861;7;0.0263537;(31);(11);(2);(7);(13);(6);(7);(5);(0,2,2,0,1);(13);(1,2,2,0,2,2,3,1,0,0,2,0,2);()
861;8;0.0246423;(31);(11);(0);(8);(5);(5);(11);(2);(3,0);(16);(2,2,0,2,2,3,1,0,0,2,0,2,0,2,2,2);()
861;9;0.0240322;(31);(11);(2);(7);(12);(5);(8);(4);(0,2,2,0);(13);(2,2,0,2,2,3,1,0,0,2,0,2,0);()
861;10;0.0209033;(31);(11);(2);(7);(12);(6);(7);(4);(0,2,2,0);(13);(1,2,2,0,2,2,3,1,0,0,2,0,2);()
846;1;0.113282;(49);(14);(2);(12);(13);(6);(4);(11);(2,2,0,1,1,0,2,1,0,1,2);(2);(2,2);()
846;2;0.0639698;(49);(14);(2);(12);(13);(7);(4);(11);(2,2,0,1,1,0,2,1,0,1,2);(3);(1,2,2);()
846;3;0.0444653;(49);(14);(2);(13);(13);(6);(4);(12);(2,2,2,0,1,1,0,2,1,0,1,2);(2);(2,2);()
846;4;0.0375827;(49);(14);(1);(12);(12);(6);(7);(9);(2,2,0,1,1,0,2,1,0);(6);(2,2,2,2,2,0);()
846;5;0.0329931;(49);(14);(0);(12);(8);(6);(9);(4);(2,2,0,1);(13);(2,2,2,2,2,0,2,2,2,2,1,0,1);()
846;6;0.0309248;(49);(14);(2);(12);(13);(6);(5);(11);(2,2,0,1,1,0,2,1,0,1,2);(3);(2,2,2);()
846;7;0.0251093;(49);(14);(2);(13);(13);(7);(4);(12);(2,2,2,0,1,1,0,2,1,0,1,2);(3);(1,2,2);()
846;8;0.0188217;(49);(14);(2);(12);(13);(7);(5);(11);(2,2,0,1,1,0,2,1,0,1,2);(4);(1,2,2,2);()
846;9;0.0182266;(49);(14);(1);(13);(12);(6);(7);(10);(2,2,2,0,1,1,0,2,1,0);(6);(2,2,2,2,2,0);()
846;10;0.018004;(49);(14);(0);(12);(9);(7);(4);(14);(2,2,0,1,1,0,2,1,0,1,2,2,2,2);(0);();()
837;1;0.391305;(29);(7);(1);(10);(8);(9);(8);(8);(0,0,2,0,0,3,3,3);(2);(2,0);()
837;2;0.12693;(29);(7);(1);(10);(8);(9);(9);(8);(0,0,2,0,0,3,3,3);(3);(2,0,2);()
837;3;0.0885651;(29);(7);(1);(10);(9);(9);(8);(9);(0,0,2,0,0,3,3,3,1);(2);(2,0);()
837;4;0.0852908;(29);(7);(1);(10);(8);(10);(8);(8);(0,0,2,0,0,3,3,3);(3);(0,2,0);()
837;5;0.0323746;(29);(7);(1);(10);(8);(9);(10);(8);(0,0,2,0,0,3,3,3);(4);(2,0,2,2);()
837;6;0.0298187;(29);(7);(1);(10);(8);(10);(9);(8);(0,0,2,0,0,3,3,3);(4);(0,2,0,2);()
837;7;0.0220768;(29);(7);(1);(10);(9);(9);(9);(9);(0,0,2,0,0,3,3,3,1);(3);(2,0,2);()
837;8;0.0196982;(29);(7);(1);(10);(8);(11);(8);(8);(0,0,2,0,0,3,3,3);(4);(1,0,2,0);()
837;9;0.0193952;(29);(7);(1);(6);(8);(9);(8);(4);(0,3,3,3);(2);(2,0);(287)
837;10;0.0193041;(29);(7);(1);(10);(9);(10);(8);(9);(0,0,2,0,0,3,3,3,1);(3);(0,2,0);()
834;1;0.0785704;(49);(7);(0);(5);(9);(6);(8);(2);(0,3);(0);();()
834;2;0.0577674;(49);(7);(0);(5);(9);(7);(8);(2);(0,3);(1);(1);()
834;3;0.0482654;(49);(7);(2);(5);(16);(6);(5);(2);(0,3);(0);();()
834;4;0.0394567;(49);(7);(0);(5);(9);(8);(8);(2);(0,3);(2);(1,1);()
834;5;0.0354862;(49);(7);(2);(5);(16);(7);(5);(2);(0,3);(1);(1);()
834;6;0.024238;(49);(7);(2);(5);(16);(8);(5);(2);(0,3);(2);(1,1);()
834;7;0.0216989;(49);(7);(1);(5);(9);(7);(12);(1);(0);(2);(1,2);()
834;8;0.02046;(49);(7);(1);(5);(9);(6);(12);(1);(0);(1);(2);()
834;9;0.0154014;(49);(7);(0);(5);(13);(7);(4);(3);(0,3,0);(0);();()
834;10;0.0144725;(49);(7);(0);(6);(9);(6);(8);(3);(2,0,3);(0);();()
832;1;0.147441;(85);(5);(2);(6);(15);(9);(4);(4);(0,1,1,0);(2);(0,3);()
832;2;0.13551;(85);(5);(0);(6);(9);(9);(7);(5);(0,1,1,0,2);(2);(0,3);()
832;3;0.127364;(85);(5);(0);(6);(8);(9);(9);(2);(0,1);(6);(0,3,2,2,2,0);()
832;4;0.0340899;(85);(5);(2);(6);(15);(10);(4);(4);(0,1,1,0);(3);(0,0,3);()
832;5;0.0313312;(85);(5);(0);(6);(9);(10);(7);(5);(0,1,1,0,2);(3);(0,0,3);()
832;6;0.0306145;(85);(5);(0);(7);(8);(9);(9);(3);(0,0,1);(6);(0,3,2,2,2,0);()
832;7;0.0235242;(85);(5);(2);(6);(16);(9);(4);(5);(0,1,1,0,2);(2);(0,3);()
832;8;0.0222278;(85);(5);(0);(7);(9);(9);(7);(6);(0,0,1,1,0,2);(2);(0,3);()
832;9;0.0221282;(85);(5);(2);(6);(15);(11);(4);(4);(0,1,1,0);(4);(3,0,0,3);()
832;10;0.0212053;(85);(5);(0);(6);(8);(10);(9);(2);(0,1);(7);(0,0,3,2,2,2,0);()
828;1;0.22102;(77);(5);(0);(12);(7);(13);(8);(1);(1);(4);(1,1,1,0);(197)
828;2;0.158232;(77);(5);(0);(12);(8);(13);(8);(2);(1,0);(4);(1,1,1,0);(197)
828;3;0.0635586;(77);(5);(0);(12);(7);(14);(8);(1);(1);(5);(3,1,1,1,0);(197)
828;4;0.0633561;(77);(5);(0);(12);(7);(13);(9);(1);(1);(5);(1,1,1,0,2);(197)
828;5;0.0575953;(77);(5);(0);(12);(8);(13);(9);(2);(1,0);(5);(1,1,1,0,2);(197)
828;6;0.0525097;(77);(5);(0);(12);(5);(13);(11);(4);(1,0,1,0);(2);(1,1);(197)
828;7;0.0455027;(77);(5);(0);(12);(8);(14);(8);(2);(1,0);(5);(3,1,1,1,0);(197)
828;8;0.0312204;(77);(5);(2);(12);(5);(13);(15);(4);(1,0,1,0);(2);(1,1);(197)
828;9;0.0225;(77);(5);(0);(12);(5);(14);(11);(4);(1,0,1,0);(3);(3,1,1);(197)
828;10;0.0194587;(77);(5);(0);(12);(7);(14);(9);(1);(1);(6);(3,1,1,1,0,2);(197)
830;1;0.299787;(14);(1);(0);(9);(2);(12);(9);(0);();(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;2;0.163684;(14);(1);(0);(9);(4);(12);(9);(2);(1,1);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;3;0.0846639;(14);(1);(0);(10);(2);(12);(9);(1);(3);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;4;0.067744;(14);(1);(0);(9);(5);(12);(9);(3);(1,1,2);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;5;0.0518433;(14);(1);(0);(10);(4);(12);(9);(3);(3,1,1);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;6;0.0395766;(14);(1);(0);(9);(2);(12);(10);(0);();(14);(1,3,0,2,3,3,0,0,2,0,2,1,3,2);()
830;7;0.0320318;(14);(1);(0);(9);(6);(12);(9);(4);(1,1,2,2);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;8;0.0312964;(14);(1);(0);(9);(3);(12);(9);(1);(1);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;9;0.028871;(14);(1);(0);(11);(2);(12);(9);(2);(2,3);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
830;10;0.0238923;(14);(1);(0);(10);(5);(12);(9);(4);(3,1,1,2);(13);(1,3,0,2,3,3,0,0,2,0,2,1,3);()
829;1;0.515036;(70);(0);(0);(8);(8);(5);(9);(3);(1,1,2);(5);(2,0,0,2,0);()
829;2;0.239014;(70);(0);(0);(9);(8);(5);(9);(4);(3,1,1,2);(5);(2,0,0,2,0);()
829;3;0.0406216;(70);(0);(0);(8);(8);(6);(9);(3);(1,1,2);(6);(2,2,0,0,2,0);()
829;4;0.0206201;(70);(0);(2);(8);(15);(5);(6);(5);(1,1,2,1,0);(3);(2,0,0);()
829;5;0.019209;(70);(0);(0);(8);(8);(7);(9);(3);(1,1,2);(7);(0,2,2,0,0,2,0);()
829;6;0.0188513;(70);(0);(0);(9);(8);(6);(9);(4);(3,1,1,2);(6);(2,2,0,0,2,0);()
829;7;0.011271;(70);(0);(0);(8);(9);(5);(9);(4);(1,1,2,1);(5);(2,0,0,2,0);()
829;8;0.00990463;(70);(0);(0);(8);(8);(5);(10);(3);(1,1,2);(6);(2,0,0,2,0,2);()
829;9;0.00893254;(70);(0);(0);(10);(8);(5);(9);(5);(1,3,1,1,2);(5);(2,0,0,2,0);()
829;10;0.00891434;(70);(0);(0);(9);(8);(7);(9);(4);(3,1,1,2);(7);(0,2,2,0,0,2,0);()
827;1;0.138502;(49);(7);(0);(6);(5);(13);(11);(1);(3);(4);(2,2,3,1);()
827;2;0.105478;(49);(7);(0);(7);(5);(13);(11);(2);(3,3);(4);(2,2,3,1);()
827;3;0.0730111;(49);(7);(1);(6);(5);(13);(15);(1);(3);(4);(2,2,3,1);()
827;4;0.0585286;(49);(7);(2);(6);(5);(13);(15);(1);(3);(4);(2,2,3,1);()
827;5;0.0556024;(49);(7);(1);(7);(5);(13);(15);(2);(3,3);(4);(2,2,3,1);()
827;6;0.0504046;(49);(7);(0);(8);(5);(13);(11);(3);(3,3,3);(4);(2,2,3,1);()
827;7;0.0475837;(49);(7);(0);(6);(6);(13);(11);(2);(3,2);(4);(2,2,3,1);()
827;8;0.0445731;(49);(7);(2);(7);(5);(13);(15);(2);(3,3);(4);(2,2,3,1);()
827;9;0.0326278;(49);(7);(1);(6);(6);(13);(15);(2);(3,2);(4);(2,2,3,1);()
827;10;0.0265707;(49);(7);(1);(8);(5);(13);(15);(3);(3,3,3);(4);(2,2,3,1);()
822;1;0.0577541;(29);(0);(0);(9);(2);(6);(17);(0);();(3);(0,0,0);()
822;2;0.0532338;(29);(0);(0);(9);(15);(6);(4);(0);();(3);(0,0,0);()
822;3;0.0408768;(29);(0);(0);(9);(2);(7);(17);(0);();(4);(0,0,0,0);()
822;4;0.0397745;(29);(0);(2);(9);(4);(6);(20);(4);(1,0,0,0);(0);();()
822;5;0.0376775;(29);(0);(0);(9);(15);(7);(4);(0);();(4);(0,0,0,0);()
822;6;0.0353001;(29);(0);(0);(9);(16);(6);(4);(1);(1);(3);(0,0,0);()
822;7;0.0341577;(29);(0);(0);(9);(4);(6);(16);(2);(1,0);(2);(0,0);()
822;8;0.0315452;(29);(0);(0);(9);(3);(6);(17);(1);(1);(3);(0,0,0);()
822;9;0.0289766;(29);(0);(2);(9);(4);(7);(20);(4);(1,0,0,0);(1);(0);()
822;10;0.0249845;(29);(0);(0);(9);(16);(7);(4);(1);(1);(4);(0,0,0,0);()
839;1;0.139174;(50);(1);(0);(10);(5);(10);(11);(4);(3,2,2,0);(15);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;2;0.124147;(50);(1);(2);(10);(5);(10);(15);(4);(3,2,2,0);(15);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;3;0.111137;(50);(1);(2);(10);(5);(10);(14);(4);(3,2,2,0);(14);(2,0,0,2,2,1,1,1,2,0,3,1,2,2);()
839;4;0.036438;(50);(1);(1);(10);(8);(10);(11);(11);(3,2,2,0,2,2,0,1,3,2,2);(7);(2,0,0,2,2,1,1);()
839;5;0.0271575;(50);(1);(2);(10);(14);(10);(5);(1);(3);(17);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3,1,0);()
839;6;0.0197946;(50);(1);(2);(10);(6);(10);(15);(5);(3,2,2,0,2);(15);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;7;0.0189931;(50);(1);(0);(10);(6);(10);(11);(5);(3,2,2,0,2);(15);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;8;0.0184529;(50);(1);(0);(11);(5);(10);(11);(5);(0,3,2,2,0);(15);(2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;9;0.0176104;(50);(1);(0);(10);(5);(11);(11);(4);(3,2,2,0);(16);(0,2,0,0,2,2,1,1,1,2,0,3,1,2,2,3);()
839;10;0.0172116;(50);(1);(2);(10);(5);(11);(14);(4);(3,2,2,0);(15);(0,2,0,0,2,2,1,1,1,2,0,3,1,2,2);()
824;1;0.0786148;(62);(11);(1);(6);(4);(8);(5);(3);(2,3,2);(0);();()
824;2;0.0683625;(62);(11);(1);(6);(5);(8);(6);(4);(2,3,2,2);(1);(2);()
824;3;0.0601779;(62);(11);(1);(6);(5);(9);(6);(4);(2,3,2,2);(2);(0,2);()
824;4;0.0578621;(62);(11);(1);(6);(4);(8);(7);(3);(2,3,2);(2);(2,2);()
824;5;0.0547949;(62);(11);(1);(6);(5);(8);(5);(4);(2,3,2,2);(0);();()
824;6;0.0480918;(62);(11);(1);(6);(4);(8);(6);(3);(2,3,2);(1);(2);()
824;7;0.0479749;(62);(11);(1);(6);(4);(9);(5);(3);(2,3,2);(1);(0);()
824;8;0.0423341;(62);(11);(1);(6);(4);(9);(6);(3);(2,3,2);(2);(0,2);()
824;9;0.0364884;(62);(11);(1);(6);(5);(8);(7);(4);(2,3,2,2);(2);(2,2);()
824;10;0.0334387;(62);(11);(1);(6);(5);(9);(5);(4);(2,3,2,2);(1);(0);()
857;1;0.178472;(17);(0);(1);(2);(10);(5);(5);(10);(1,1,3,1,3,0,0,3,2,0);(3);(2,2,2);()
857;2;0.122736;(17);(0);(1);(3);(10);(5);(5);(11);(1,1,1,3,1,3,0,0,3,2,0);(3);(2,2,2);()
857;3;0.071658;(17);(0);(1);(2);(10);(5);(6);(10);(1,1,3,1,3,0,0,3,2,0);(4);(2,2,2,2);()
857;4;0.0711043;(17);(0);(1);(2);(11);(5);(6);(11);(1,1,3,1,3,0,0,3,2,0,0);(4);(2,2,2,2);()
857;5;0.052799;(17);(0);(1);(2);(10);(5);(7);(10);(1,1,3,1,3,0,0,3,2,0);(5);(2,2,2,2,2);()
857;6;0.0492797;(17);(0);(1);(3);(10);(5);(6);(11);(1,1,1,3,1,3,0,0,3,2,0);(4);(2,2,2,2);()
857;7;0.0363102;(17);(0);(1);(3);(10);(5);(7);(11);(1,1,1,3,1,3,0,0,3,2,0);(5);(2,2,2,2,2);()
857;8;0.0341422;(17);(0);(1);(2);(11);(5);(5);(11);(1,1,3,1,3,0,0,3,2,0,0);(3);(2,2,2);()
857;9;0.0307623;(17);(0);(1);(2);(12);(5);(5);(12);(1,1,3,1,3,0,0,3,2,0,0,2);(3);(2,2,2);()
857;10;0.0306499;(17);(0);(1);(2);(10);(5);(4);(10);(1,1,3,1,3,0,0,3,2,0);(2);(2,2);()
819;1;0.541469;(10);(4);(0);(14);(6);(10);(7);(4);(1,3,3,1);(3);(2,2,1);()
819;2;0.210796;(10);(4);(0);(14);(6);(11);(7);(4);(1,3,3,1);(4);(3,2,2,1);()
819;3;0.0642786;(10);(4);(0);(14);(6);(10);(8);(4);(1,3,3,1);(4);(2,2,1,2);()
819;4;0.0441397;(10);(4);(0);(14);(7);(10);(7);(5);(1,3,3,1,2);(3);(2,2,1);()
819;5;0.0294679;(10);(4);(0);(14);(6);(10);(9);(4);(1,3,3,1);(5);(2,2,1,2,2);()
819;6;0.0171837;(10);(4);(0);(14);(7);(11);(7);(5);(1,3,3,1,2);(4);(3,2,2,1);()
819;7;0.0168355;(10);(4);(0);(14);(8);(10);(7);(6);(1,3,3,1,2,0);(3);(2,2,1);()
819;8;0.0155818;(10);(4);(0);(14);(6);(11);(8);(4);(1,3,3,1);(5);(3,2,2,1,2);()
819;9;0.00762924;(10);(4);(0);(14);(6);(11);(9);(4);(1,3,3,1);(6);(3,2,2,1,2,2);()
819;10;0.00655412;(10);(4);(0);(14);(8);(11);(7);(6);(1,3,3,1,2,0);(4);(3,2,2,1);()
845;1;0.414693;(42);(0);(0);(7);(7);(13);(7);(12);(2,3,3,1,1,2,0,2,0,2,1,3);(10);(0,3,3,1,1,0,1,0,3,0);()
845;2;0.179795;(42);(0);(0);(7);(8);(13);(7);(13);(2,3,3,1,1,2,0,2,0,2,1,3,0);(10);(0,3,3,1,1,0,1,0,3,0);()
845;3;0.174208;(42);(0);(0);(8);(7);(13);(7);(13);(2,2,3,3,1,1,2,0,2,0,2,1,3);(10);(0,3,3,1,1,0,1,0,3,0);()
845;4;0.0434782;(42);(0);(0);(7);(7);(13);(8);(12);(2,3,3,1,1,2,0,2,0,2,1,3);(11);(0,3,3,1,1,0,1,0,3,0,2);()
845;5;0.0426141;(42);(0);(0);(8);(8);(13);(7);(14);(2,2,3,3,1,1,2,0,2,0,2,1,3,0);(10);(0,3,3,1,1,0,1,0,3,0);()
845;6;0.0194538;(42);(0);(0);(7);(8);(13);(8);(13);(2,3,3,1,1,2,0,2,0,2,1,3,0);(11);(0,3,3,1,1,0,1,0,3,0,2);()
845;7;0.0182647;(42);(0);(0);(8);(7);(13);(8);(13);(2,2,3,3,1,1,2,0,2,0,2,1,3);(11);(0,3,3,1,1,0,1,0,3,0,2);()
845;8;0.0159307;(42);(0);(0);(7);(7);(13);(9);(12);(2,3,3,1,1,2,0,2,0,2,1,3);(12);(0,3,3,1,1,0,1,0,3,0,2,2);()
845;9;0.0115869;(42);(0);(0);(9);(7);(13);(7);(14);(0,2,2,3,3,1,1,2,0,2,0,2,1,3);(10);(0,3,3,1,1,0,1,0,3,0);()
845;10;0.00905109;(42);(0);(0);(7);(8);(13);(9);(13);(2,3,3,1,1,2,0,2,0,2,1,3,0);(12);(0,3,3,1,1,0,1,0,3,0,2,2);()
820;1;0.236341;(30);(1);(2);(12);(15);(11);(4);(2);(1,3);(10);(2,1,3,2,1,3,3,0,2,0);()
820;2;0.110408;(30);(1);(2);(12);(13);(11);(6);(4);(1,3,2,0);(8);(2,1,3,2,1,3,3,0);()
820;3;0.0922425;(30);(1);(0);(12);(9);(11);(7);(3);(1,3,2);(10);(2,1,3,2,1,3,3,0,2,0);()
820;4;0.0898316;(30);(1);(2);(12);(13);(11);(7);(4);(1,3,2,0);(9);(2,1,3,2,1,3,3,0,2);()
820;5;0.0497572;(30);(1);(2);(12);(15);(12);(4);(2);(1,3);(11);(3,2,1,3,2,1,3,3,0,2,0);()
820;6;0.0484715;(30);(1);(2);(12);(16);(11);(4);(3);(1,3,2);(10);(2,1,3,2,1,3,3,0,2,0);()
820;7;0.0282225;(30);(1);(2);(12);(15);(11);(5);(2);(1,3);(11);(2,1,3,2,1,3,3,0,2,0,2);()
820;8;0.022213;(30);(1);(2);(12);(13);(12);(6);(4);(1,3,2,0);(9);(3,2,1,3,2,1,3,3,0);()
820;9;0.0207771;(30);(1);(2);(12);(13);(12);(7);(4);(1,3,2,0);(10);(3,2,1,3,2,1,3,3,0,2);()
820;10;0.01942;(30);(1);(0);(12);(9);(12);(7);(3);(1,3,2);(11);(3,2,1,3,2,1,3,3,0,2,0);()
821;1;0.277038;(13);(9);(1);(6);(5);(12);(14);(7);(0,3,1,2,3,2,0);(14);(3,1,0,2,2,3,3,3,1,1,1,2,2,1);()
821;2;0.134203;(13);(9);(1);(6);(5);(12);(15);(7);(0,3,1,2,3,2,0);(15);(3,1,0,2,2,3,3,3,1,1,1,2,2,1,3);()
821;3;0.0760996;(13);(9);(1);(6);(6);(12);(14);(8);(0,3,1,2,3,2,0,2);(14);(3,1,0,2,2,3,3,3,1,1,1,2,2,1);()
821;4;0.0596785;(13);(9);(0);(6);(5);(12);(11);(7);(0,3,1,2,3,2,0);(15);(3,1,0,2,2,3,3,3,1,1,1,2,2,1,3);()
821;5;0.0565819;(13);(9);(2);(6);(5);(12);(15);(7);(0,3,1,2,3,2,0);(15);(3,1,0,2,2,3,3,3,1,1,1,2,2,1,3);()
821;6;0.0355374;(13);(9);(2);(6);(5);(12);(14);(7);(0,3,1,2,3,2,0);(14);(3,1,0,2,2,3,3,3,1,1,1,2,2,1);()
821;7;0.027897;(13);(9);(2);(6);(15);(12);(5);(5);(0,3,1,2,3);(17);(3,1,0,2,2,3,3,3,1,1,1,2,2,1,3,1,0);()
821;8;0.0258856;(13);(9);(1);(6);(5);(12);(14);(21);(0,3,1,2,3,2,0,2,2,0,1,3,1,2,2,1,1,1,3,3,3);(0);();()
821;9;0.0257385;(13);(9);(1);(6);(6);(12);(15);(8);(0,3,1,2,3,2,0,2);(15);(3,1,0,2,2,3,3,3,1,1,1,2,2,1,3);()
821;10;0.0224432;(13);(9);(1);(6);(5);(12);(15);(21);(0,3,1,2,3,2,0,2,2,0,1,3,1,2,2,1,1,1,3,3,3);(1);(3);()
831;1;0.373963;(61);(1);(2);(11);(14);(6);(4);(10);(0,0,2,3,3,1,0,0,1,1);(4);(0,2,2,3);()
831;2;0.140639;(61);(1);(2);(11);(15);(6);(4);(11);(0,0,2,3,3,1,0,0,1,1,2);(4);(0,2,2,3);()
831;3;0.0614482;(61);(1);(2);(11);(14);(7);(4);(10);(0,0,2,3,3,1,0,0,1,1);(5);(0,0,2,2,3);()
831;4;0.057361;(61);(1);(2);(11);(14);(6);(5);(10);(0,0,2,3,3,1,0,0,1,1);(5);(0,2,2,3,2);()
831;5;0.0346639;(61);(1);(2);(12);(14);(6);(4);(11);(0,0,0,2,3,3,1,0,0,1,1);(4);(0,2,2,3);()
831;6;0.0332218;(61);(1);(2);(11);(14);(8);(4);(10);(0,0,2,3,3,1,0,0,1,1);(6);(0,0,0,2,2,3);()
831;7;0.0293226;(61);(1);(0);(11);(9);(6);(7);(12);(0,0,2,3,3,1,0,0,1,1,2,2);(4);(0,2,2,3);()
831;8;0.0267251;(61);(1);(2);(11);(16);(6);(4);(12);(0,0,2,3,3,1,0,0,1,1,2,2);(4);(0,2,2,3);()
831;9;0.0231092;(61);(1);(2);(11);(15);(7);(4);(11);(0,0,2,3,3,1,0,0,1,1,2);(5);(0,0,2,2,3);()
831;10;0.0131564;(61);(1);(2);(11);(15);(6);(5);(11);(0,0,2,3,3,1,0,0,1,1,2);(5);(0,2,2,3,2);()
816;1;0.185775;(77);(7);(0);(5);(6);(10);(9);(0);();(3);(1,1,0);()
816;2;0.170553;(77);(7);(0);(6);(5);(10);(9);(0);();(3);(1,1,0);()
816;3;0.0459529;(77);(7);(0);(6);(6);(10);(9);(1);(2);(3);(1,1,0);()
816;4;0.0436603;(77);(7);(0);(5);(8);(10);(9);(2);(2,0);(3);(1,1,0);()
816;5;0.0429052;(77);(7);(0);(5);(6);(11);(9);(0);();(4);(1,1,1,0);()
816;6;0.0393896;(77);(7);(0);(6);(5);(11);(9);(0);();(4);(1,1,1,0);()
816;7;0.0372364;(77);(7);(0);(7);(5);(10);(9);(1);(0);(3);(1,1,0);()
816;8;0.0304374;(77);(7);(0);(5);(7);(10);(9);(1);(2);(3);(1,1,0);()
816;9;0.0274399;(77);(7);(0);(5);(6);(10);(10);(0);();(4);(1,1,0,2);()
816;10;0.0273029;(77);(7);(0);(8);(5);(10);(9);(2);(3,0);(3);(1,1,0);()
835;1;0.156868;(54);(0);(1);(7);(11);(9);(7);(12);(0,2,2,1,1,2,0,0,3,1,1,1);(2);(2,1);()
835;2;0.0747977;(54);(0);(1);(8);(11);(9);(7);(13);(3,0,2,2,1,1,2,0,0,3,1,1,1);(2);(2,1);()
835;3;0.0741743;(54);(0);(0);(7);(11);(9);(4);(14);(0,2,2,1,1,2,0,0,3,1,1,1,2,1);(1);(2);()
